,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
8159,Southern,Odisha,Bareilly,38,Park,1889,3.9,4.7,304,No,Few,Recreational,Morning
8160,Southern,Odisha,Amravati,8,Beach,1525,3.6,3.0,299,Yes,Many,Religious,Afternoon
8161,Southern,Delhi,Bardhaman,30,Garden,1704,2.3,4.7,297,Yes,Few,Recreational,Afternoon
8162,Eastern,West Bengal,Amravati,10,Garden,1962,2.3,3.5,343,Yes,Few,Scenic,Evening
8163,Western,Kerala,Idukki,46,Garden,1799,3.3,3.6,449,Yes,Many,Local,Morning
8164,Eastern,West Bengal,Jalna,30,Mosque,1593,4.6,3.4,321,Yes,Many,Religious,Morning
8165,Eastern,Kerala,Shivamogga,11,Market,1761,4.0,4.3,318,No,None,Historical,Evening
8166,Eastern,Kerala,Amravati,3,Garden,1663,2.9,4.5,222,Yes,None,Scenic,Evening
8167,Western,Delhi,Jalna,25,Palace,1562,2.4,4.5,389,Yes,Many,Scenic,Afternoon
8168,Western,Gujarat,Alappuzha,49,Garden,1705,4.1,3.2,212,Yes,Many,Scenic,Evening
8169,Eastern,Uttar Pradesh,Rewari,28,Mosque,1598,2.3,3.6,226,No,Few,Historical,Afternoon
8170,Northern,Maharashtra,Gulbarga,36,Garden,1969,2.8,4.3,284,No,Many,Recreational,Morning
8171,Southern,West Bengal,Krishnanagar,45,Beach,1847,4.8,3.0,216,No,Many,Historical,Afternoon
8172,Western,West Bengal,Jhansi,38,Palace,1639,4.9,3.6,241,No,Few,Religious,Afternoon
8173,Eastern,Kerala,Basti,27,Palace,1623,3.8,3.4,482,No,None,Historical,Afternoon
8174,Western,Maharashtra,Basti,36,Mosque,1867,3.2,3.4,464,Yes,Few,Religious,Evening
8175,Northern,West Bengal,Valsad,7,Mosque,1636,3.5,4.2,392,No,Many,Historical,Afternoon
8176,Southern,Uttar Pradesh,Anand,31,Market,1683,3.3,4.0,249,No,None,Recreational,Afternoon
8177,Eastern,Karnataka,Mehsana,10,Beach,1830,3.8,3.7,472,Yes,Many,Recreational,Evening
8178,Southern,Delhi,Patan,16,Mosque,1911,4.0,3.7,350,No,None,Recreational,Morning
8179,Eastern,West Bengal,Morbi,49,Market,1620,3.1,3.4,202,Yes,None,Scenic,Afternoon
8180,Southern,Odisha,Raichur,45,Garden,1713,4.0,4.7,241,Yes,Few,Local,Morning
8181,Eastern,West Bengal,Bidar,42,Park,1912,3.4,4.7,462,No,Few,Recreational,Morning
8182,Southern,Odisha,Kasaragod,2,Market,1809,3.5,4.2,454,No,None,Historical,Morning
8183,Northern,Odisha,Jalna,5,Mosque,1589,3.2,3.3,500,No,Few,Local,Evening
8184,Western,Odisha,Palakkad,27,Beach,1855,4.5,5.0,366,Yes,None,Recreational,Afternoon
8185,Eastern,West Bengal,Morbi,5,Palace,1727,3.7,3.8,223,No,Many,Scenic,Afternoon
8186,Eastern,Delhi,Valsad,9,Monument,1886,3.2,3.5,363,No,Few,Scenic,Afternoon
8187,Northern,Gujarat,Basti,47,Market,1654,4.8,4.9,249,Yes,Many,Recreational,Afternoon
8188,Western,Uttar Pradesh,Bareilly,11,Beach,1849,2.3,4.5,228,Yes,Many,Religious,Afternoon
8189,Northern,Delhi,Rayagada,36,Beach,1753,5.0,3.8,255,Yes,Many,Religious,Afternoon
8190,Eastern,Karnataka,Thrissur,31,Market,1773,4.7,3.7,341,No,Few,Local,Evening
8191,Western,Uttar Pradesh,Bardhaman,4,Market,1792,2.4,3.4,312,Yes,None,Religious,Morning
8192,Western,Odisha,Jhansi,44,Market,1551,3.9,4.0,454,Yes,Many,Recreational,Evening
8193,Northern,Kerala,Alappuzha,4,Palace,1786,2.7,4.3,251,No,None,Historical,Afternoon
8194,Southern,West Bengal,Kharagpur,16,Beach,1590,4.9,4.8,248,No,None,Religious,Evening
8195,Southern,Kerala,Mathura,6,Garden,1926,4.5,3.5,263,No,None,Recreational,Evening
8196,Western,Karnataka,Hassan,24,Garden,1700,2.9,3.1,379,Yes,Few,Religious,Afternoon
8197,Western,Odisha,Faizabad,31,Mosque,1976,4.9,3.5,468,Yes,None,Scenic,Evening
8198,Western,Maharashtra,Bareilly,13,Mosque,1869,3.5,4.4,444,Yes,Many,Scenic,Evening
8199,Southern,Delhi,Haldia,28,Market,1719,4.8,3.1,214,Yes,Many,Historical,Evening
8200,Southern,Kerala,Bardhaman,7,Beach,1991,3.6,3.2,324,Yes,Few,Local,Evening
8201,Western,Delhi,Morbi,15,Garden,1679,3.7,3.0,348,Yes,Many,Recreational,Afternoon
8202,Northern,Uttar Pradesh,Pattamundai,45,Mosque,1910,4.0,3.4,275,Yes,Many,Local,Evening
8203,Northern,West Bengal,Basti,42,Market,1706,2.1,4.5,464,Yes,Few,Recreational,Morning
8204,Western,West Bengal,Bargarh,4,Monument,1849,3.6,3.2,359,Yes,None,Historical,Afternoon
8205,Western,Kerala,Brahmapur,42,Market,1934,3.4,3.3,312,Yes,None,Religious,Afternoon
8206,Southern,Delhi,Rayagada,11,Monument,1937,4.9,4.8,433,No,Few,Religious,Afternoon
8207,Western,Kerala,Jhansi,31,Monument,1538,4.3,3.6,406,Yes,Many,Historical,Morning
8208,Eastern,West Bengal,Valsad,6,Beach,1962,2.1,3.7,308,No,Few,Local,Afternoon
8209,Southern,Maharashtra,Rohtak,7,Monument,1505,4.3,4.9,432,No,None,Local,Evening
8210,Eastern,Kerala,Brahmapur,11,Market,1790,3.8,3.1,329,No,Many,Recreational,Morning
8211,Eastern,Delhi,Morbi,2,Monument,1931,4.4,4.5,283,No,Many,Local,Morning
8212,Western,Karnataka,Gulbarga,3,Beach,2014,5.0,4.5,427,No,None,Scenic,Evening
8213,Southern,Maharashtra,Chandrapur,25,Beach,1629,3.6,4.7,481,No,Few,Religious,Afternoon
8214,Western,Gujarat,Hassan,4,Palace,1817,3.1,4.1,242,No,None,Historical,Afternoon
8215,Southern,Maharashtra,Idukki,18,Park,1756,4.6,4.0,436,Yes,Few,Religious,Morning
8216,Eastern,West Bengal,Balasore,23,Garden,1754,2.5,3.5,378,No,None,Scenic,Morning
8217,Western,Uttar Pradesh,Mysuru,50,Market,1843,2.8,3.7,258,No,Many,Historical,Morning
8218,Western,Uttar Pradesh,Bargarh,36,Garden,1597,2.8,4.2,311,No,Many,Scenic,Morning
8219,Western,Maharashtra,Koraput,36,Mosque,1902,4.2,4.3,452,No,Few,Religious,Evening
8220,Eastern,Kerala,Thrissur,24,Garden,1564,3.8,4.0,489,No,Many,Scenic,Afternoon
8221,Western,Odisha,Panipat,22,Market,1508,4.7,4.3,290,No,None,Historical,Morning
8222,Southern,West Bengal,Malda,7,Mosque,1727,4.3,3.7,333,Yes,Many,Religious,Evening
8223,Eastern,Maharashtra,Saharanpur,14,Mosque,1842,4.9,3.6,325,No,None,Scenic,Afternoon
8224,Western,Uttar Pradesh,Rayagada,10,Park,1728,2.9,4.6,281,Yes,None,Historical,Afternoon
8225,Southern,Uttar Pradesh,Bargarh,16,Monument,1699,2.6,3.9,438,No,Few,Scenic,Morning
8226,Northern,Gujarat,Patan,3,Palace,1601,3.3,3.2,260,No,Few,Scenic,Morning
8227,Southern,Kerala,Palakkad,39,Palace,1623,3.8,4.4,219,Yes,Many,Religious,Afternoon
8228,Northern,Maharashtra,Barasat,40,Park,1735,2.3,4.8,298,No,Few,Scenic,Evening
8229,Northern,West Bengal,Bardhaman,28,Park,1591,2.0,4.3,417,Yes,None,Historical,Morning
8230,Southern,Odisha,Jharsuguda,8,Park,1793,2.6,4.4,353,No,Many,Scenic,Afternoon
8231,Southern,Uttar Pradesh,Idukki,45,Market,1548,4.2,4.1,475,Yes,None,Recreational,Afternoon
8232,Northern,Odisha,Sangli,49,Market,1755,2.1,4.6,250,No,None,Local,Morning
8233,Northern,Uttar Pradesh,Navsari,2,Beach,1771,3.4,4.0,313,No,Many,Historical,Evening
8234,Southern,Kerala,Hisar,50,Monument,1655,4.7,3.0,396,Yes,None,Recreational,Afternoon
8235,Eastern,Maharashtra,Valsad,17,Market,1803,3.3,4.3,290,Yes,Few,Local,Afternoon
8236,Eastern,West Bengal,Hassan,47,Mosque,1794,3.4,4.7,263,No,None,Recreational,Morning
8237,Eastern,Odisha,Basti,8,Garden,1696,2.9,4.5,468,No,None,Local,Afternoon
8238,Northern,Kerala,Akola,37,Monument,1760,4.0,3.4,423,Yes,Many,Recreational,Morning
8239,Northern,Odisha,Pattamundai,45,Beach,1566,2.4,4.4,266,Yes,None,Recreational,Afternoon
8240,Western,Karnataka,Akola,26,Beach,1959,2.7,3.1,305,Yes,Few,Recreational,Morning
8241,Southern,Odisha,Rohtak,15,Market,1726,4.2,3.8,334,Yes,None,Scenic,Afternoon
8242,Eastern,Kerala,Valsad,34,Palace,1734,2.1,3.1,341,Yes,None,Religious,Afternoon
8243,Eastern,Gujarat,Palakkad,36,Park,1522,4.0,3.7,273,No,Few,Scenic,Morning
8244,Western,West Bengal,Rohtak,21,Mosque,1720,3.9,3.8,473,No,Many,Historical,Afternoon
8245,Northern,West Bengal,Mehsana,27,Garden,1758,4.8,3.3,255,No,Few,Scenic,Evening
8246,Southern,Karnataka,Patan,21,Beach,1550,2.9,3.1,493,No,Many,Local,Afternoon
8247,Eastern,Gujarat,Jalna,20,Beach,1971,3.9,4.0,211,Yes,Many,Recreational,Afternoon
8248,Eastern,Gujarat,Bardhaman,42,Market,1868,4.3,4.0,319,No,Many,Local,Afternoon
8249,Western,Delhi,Pathanamthitta,26,Park,1578,4.2,4.0,447,Yes,Few,Scenic,Afternoon
8250,Eastern,Delhi,Hassan,49,Park,1811,2.9,4.7,247,Yes,Many,Religious,Afternoon
8251,Western,Maharashtra,Valsad,18,Garden,1548,4.5,3.9,404,No,None,Religious,Morning
8252,Northern,West Bengal,Morbi,25,Palace,1799,4.5,3.3,491,No,Many,Historical,Afternoon
8253,Eastern,Maharashtra,Sangli,1,Beach,1664,3.2,3.0,371,Yes,Few,Scenic,Morning
8254,Northern,Delhi,Jamnagar,11,Monument,1518,4.6,3.3,459,Yes,Few,Recreational,Afternoon
8255,Western,Uttar Pradesh,Hisar,3,Mosque,1998,3.3,3.1,260,Yes,None,Historical,Morning
8256,Southern,Maharashtra,Kottayam,20,Palace,1535,2.8,3.7,308,No,Few,Local,Evening
8257,Southern,Kerala,Pathanamthitta,20,Park,1887,4.8,3.0,271,Yes,Many,Scenic,Morning
8258,Southern,Kerala,Navsari,30,Park,1656,3.1,4.5,431,No,None,Historical,Afternoon
8259,Western,Odisha,Anand,42,Park,1842,3.5,3.2,487,Yes,Many,Religious,Morning
8260,Northern,Delhi,Latur,17,Park,1627,4.6,3.8,250,No,Many,Local,Morning
8261,Western,Gujarat,Kasaragod,38,Mosque,1699,2.5,4.7,441,Yes,Few,Religious,Morning
8262,Western,Gujarat,Anand,30,Garden,1693,4.1,4.5,417,No,Many,Recreational,Afternoon
8263,Northern,Delhi,Alappuzha,26,Market,1969,2.5,4.9,244,Yes,Many,Local,Afternoon
8264,Southern,West Bengal,Kottayam,43,Park,2005,3.8,4.3,471,No,None,Scenic,Afternoon
8265,Southern,Delhi,Anand,41,Mosque,1664,2.2,3.4,385,No,None,Scenic,Morning
8266,Western,Delhi,Raichur,2,Market,1840,4.9,3.2,475,Yes,Few,Local,Evening
8267,Western,Delhi,Sangli,14,Market,1871,4.3,4.6,468,No,Many,Recreational,Afternoon
8268,Western,Maharashtra,Jalna,40,Beach,1716,3.6,3.5,363,No,Many,Scenic,Evening
8269,Western,Kerala,Mehsana,44,Market,1777,3.7,4.8,202,No,Few,Local,Morning
8270,Western,Karnataka,Chandrapur,11,Mosque,1581,2.3,4.9,448,No,None,Historical,Afternoon
8271,Eastern,Kerala,Rayagada,15,Monument,1558,2.4,3.7,395,Yes,None,Recreational,Morning
8272,Eastern,Delhi,Alappuzha,5,Market,1855,4.3,3.9,429,Yes,Few,Local,Evening
8273,Eastern,Karnataka,Hisar,13,Garden,1810,4.2,3.1,324,Yes,Few,Recreational,Morning
8274,Southern,Kerala,Chandrapur,22,Palace,1706,2.0,3.4,344,No,None,Historical,Afternoon
8275,Eastern,Karnataka,Kharagpur,18,Garden,1780,2.3,3.5,296,No,None,Religious,Morning
8276,Eastern,West Bengal,Brahmapur,1,Palace,1587,5.0,4.0,423,No,Many,Local,Evening
8277,Eastern,Karnataka,Hassan,7,Market,1728,3.5,4.3,344,No,Few,Recreational,Morning
8278,Eastern,Gujarat,Bargarh,46,Monument,1901,2.7,4.5,432,No,None,Religious,Evening
8279,Western,Karnataka,Pathanamthitta,41,Market,1809,3.5,3.2,330,Yes,Many,Recreational,Afternoon
8280,Northern,Karnataka,Krishnanagar,8,Mosque,1546,3.9,3.9,319,No,Few,Scenic,Evening
8281,Southern,Maharashtra,Saharanpur,20,Park,1656,4.1,3.4,420,Yes,Few,Historical,Evening
8282,Western,West Bengal,Bidar,32,Palace,2003,4.2,4.7,216,Yes,Few,Local,Evening
8283,Southern,West Bengal,Bahadurgarh,6,Beach,1585,2.0,3.5,397,Yes,None,Religious,Morning
8284,Southern,Gujarat,Saharanpur,27,Garden,1885,2.5,3.8,309,Yes,Few,Local,Evening
8285,Southern,Karnataka,Kottayam,16,Palace,1930,2.2,4.9,477,No,Many,Historical,Afternoon
8286,Northern,West Bengal,Saharanpur,44,Palace,1513,4.7,4.9,317,No,None,Local,Evening
8287,Northern,West Bengal,Balasore,35,Park,1676,4.4,4.3,279,No,Few,Local,Afternoon
8288,Western,Odisha,Jhansi,10,Palace,1767,2.3,4.3,229,Yes,Few,Historical,Evening
8289,Northern,Odisha,Palakkad,31,Beach,1521,4.4,3.4,309,No,Few,Local,Afternoon
8290,Western,Kerala,Jamnagar,37,Beach,1638,3.1,3.7,311,Yes,None,Scenic,Morning
8291,Southern,Kerala,Valsad,10,Mosque,2008,3.2,3.9,214,No,Few,Recreational,Evening
8292,Southern,Maharashtra,Kottayam,6,Mosque,1816,3.7,3.2,288,Yes,Many,Historical,Afternoon
8293,Northern,Uttar Pradesh,Gulbarga,7,Mosque,1870,4.0,4.3,327,Yes,None,Historical,Morning
8294,Western,Delhi,Faizabad,27,Garden,1632,3.0,4.6,258,Yes,Few,Local,Evening
8295,Western,Odisha,Gulbarga,14,Market,1727,3.9,4.7,314,Yes,Few,Scenic,Evening
8296,Northern,Delhi,Latur,1,Market,1913,2.7,3.0,470,Yes,None,Scenic,Afternoon
8297,Eastern,Gujarat,Thrissur,34,Palace,1685,3.2,4.4,227,Yes,None,Local,Evening
8298,Western,Karnataka,Barasat,5,Park,1985,3.1,3.4,455,Yes,Many,Recreational,Morning
8299,Eastern,Maharashtra,Jalna,27,Monument,1972,4.3,4.6,446,No,Few,Religious,Morning
8300,Eastern,Kerala,Kasaragod,8,Beach,1976,2.1,3.3,252,No,None,Local,Evening
8301,Eastern,Gujarat,Bardhaman,9,Beach,1928,3.4,4.8,375,Yes,Few,Scenic,Afternoon
8302,Northern,Gujarat,Sangli,17,Beach,1702,4.4,3.9,436,Yes,Few,Recreational,Morning
8303,Southern,Odisha,Chandrapur,28,Palace,1845,3.2,3.9,403,Yes,None,Recreational,Evening
8304,Southern,Delhi,Mysuru,2,Mosque,1547,4.9,4.7,284,Yes,None,Local,Evening
8305,Western,Delhi,Rewari,2,Beach,1950,3.6,4.2,283,Yes,None,Recreational,Morning
8306,Northern,Delhi,Mysuru,48,Market,1778,2.7,4.5,255,No,Many,Scenic,Afternoon
8307,Northern,Uttar Pradesh,Faizabad,1,Mosque,1845,4.1,4.6,352,No,Many,Recreational,Afternoon
8308,Western,Gujarat,Amravati,2,Palace,1748,3.0,3.8,433,No,Few,Scenic,Morning
8309,Western,Karnataka,Thrissur,24,Mosque,1798,4.3,5.0,435,Yes,None,Local,Afternoon
8310,Southern,Uttar Pradesh,Morbi,50,Market,1987,4.4,3.7,450,No,Few,Local,Morning
8311,Northern,Delhi,Sonipat,16,Market,1871,4.5,3.8,319,Yes,Many,Local,Evening
8312,Southern,Maharashtra,Bareilly,19,Garden,1815,3.9,4.8,488,No,None,Religious,Evening
8313,Eastern,Odisha,Koraput,48,Park,1768,2.1,4.6,463,No,Few,Scenic,Morning
8314,Northern,Delhi,Hisar,17,Market,1874,4.1,4.7,331,No,Few,Scenic,Evening
8315,Western,Odisha,Saharanpur,19,Park,1659,2.6,4.1,385,No,Few,Local,Morning
8316,Northern,Kerala,Patan,25,Palace,1583,2.6,4.8,438,Yes,Few,Scenic,Afternoon
8317,Northern,Gujarat,Latur,39,Beach,1874,2.8,4.0,287,Yes,Many,Scenic,Morning
8318,Northern,Kerala,Rewari,27,Beach,1978,2.8,4.4,266,No,Many,Historical,Evening
8319,Eastern,Odisha,Balasore,14,Park,1812,3.5,3.1,224,Yes,Few,Historical,Evening
8320,Northern,Karnataka,Alappuzha,28,Garden,1732,3.6,3.8,223,No,Few,Scenic,Morning
8321,Southern,Gujarat,Jharsuguda,21,Park,1503,4.9,4.4,414,Yes,Few,Recreational,Morning
8322,Southern,West Bengal,Mysuru,18,Garden,1956,3.5,3.3,300,Yes,None,Religious,Afternoon
8323,Western,Kerala,Raichur,26,Mosque,1896,2.8,3.9,348,No,Few,Recreational,Afternoon
8324,Western,Odisha,Amravati,34,Monument,1874,4.9,4.6,230,No,Many,Scenic,Morning
8325,Northern,West Bengal,Jamnagar,17,Monument,1525,4.4,3.6,379,No,Few,Recreational,Morning
8326,Eastern,Karnataka,Pathanamthitta,46,Beach,1779,3.3,4.1,423,Yes,None,Recreational,Evening
8327,Eastern,Maharashtra,Bareilly,49,Monument,1584,2.6,4.9,438,Yes,None,Local,Morning
8328,Southern,Gujarat,Latur,4,Palace,1739,4.4,3.2,437,Yes,Few,Local,Evening
8329,Eastern,Kerala,Palakkad,7,Park,1550,2.1,4.5,370,No,Few,Scenic,Evening
8330,Eastern,Karnataka,Thrissur,13,Park,1589,2.2,4.6,335,No,None,Local,Evening
8331,Western,West Bengal,Mehsana,39,Mosque,1948,3.4,3.3,330,No,Many,Local,Evening
8332,Western,Delhi,Etawah,36,Market,1634,2.5,4.4,372,Yes,Few,Recreational,Afternoon
8333,Northern,Uttar Pradesh,Barasat,25,Palace,1531,2.2,3.8,383,No,Many,Recreational,Evening
8334,Western,Uttar Pradesh,Patan,45,Monument,2005,3.2,3.5,374,Yes,Few,Religious,Morning
8335,Eastern,Maharashtra,Balasore,9,Park,1630,3.1,4.5,256,Yes,Few,Local,Morning
8336,Western,Uttar Pradesh,Gulbarga,50,Monument,1710,2.6,3.4,219,No,Many,Religious,Evening
8337,Eastern,Odisha,Krishnanagar,41,Monument,1735,4.3,4.5,452,No,Few,Historical,Afternoon
8338,Western,Delhi,Thrissur,42,Market,1706,4.4,4.7,349,Yes,Many,Scenic,Afternoon
8339,Northern,Kerala,Sonipat,27,Monument,1650,3.5,4.2,223,No,Few,Local,Evening
8340,Northern,Delhi,Balasore,33,Park,1799,4.4,3.9,468,No,Few,Religious,Afternoon
8341,Northern,Odisha,Kottayam,6,Monument,1674,3.7,3.6,477,Yes,None,Scenic,Morning
8342,Western,Delhi,Alappuzha,1,Market,1781,2.3,4.0,293,Yes,None,Historical,Evening
8343,Eastern,Gujarat,Jalna,39,Park,1758,4.5,4.0,204,No,Few,Religious,Afternoon
8344,Northern,Kerala,Agra,49,Beach,1639,2.6,3.1,370,Yes,Few,Religious,Afternoon
8345,Western,Uttar Pradesh,Valsad,24,Market,1632,3.9,3.1,372,Yes,Few,Religious,Morning
8346,Northern,Uttar Pradesh,Rohtak,40,Mosque,1518,4.9,4.8,359,Yes,None,Religious,Morning
8347,Western,Gujarat,Rohtak,1,Beach,1884,4.8,4.1,293,Yes,Many,Local,Evening
8348,Eastern,West Bengal,Pattamundai,32,Garden,1554,3.4,3.1,333,No,Many,Local,Afternoon
8349,Southern,Uttar Pradesh,Patan,37,Beach,1719,4.9,3.8,275,No,None,Religious,Evening
8350,Northern,Odisha,Kottayam,5,Garden,1776,3.2,4.7,333,No,None,Recreational,Evening
8351,Eastern,Karnataka,Basti,34,Park,1866,2.7,3.9,329,No,None,Local,Afternoon
8352,Eastern,Karnataka,Haldia,27,Market,1535,2.9,4.8,471,No,Many,Historical,Morning
8353,Northern,Delhi,Chandrapur,12,Mosque,1505,2.2,4.6,227,No,None,Religious,Evening
8354,Southern,Odisha,Jharsuguda,14,Garden,1782,4.1,3.6,375,Yes,Many,Religious,Evening
8355,Southern,Delhi,Panipat,50,Market,2022,4.6,4.0,467,Yes,Few,Historical,Evening
8356,Southern,Delhi,Kasaragod,32,Palace,1728,4.6,3.4,204,Yes,Many,Recreational,Evening
8357,Eastern,Odisha,Jhansi,29,Park,1626,4.4,3.5,421,Yes,None,Recreational,Morning
8358,Western,Gujarat,Rayagada,42,Garden,1650,4.1,3.1,410,No,Few,Recreational,Afternoon
8359,Eastern,West Bengal,Palakkad,44,Monument,1641,4.3,3.5,383,Yes,Many,Scenic,Afternoon
8360,Northern,Delhi,Mehsana,4,Palace,1614,3.6,4.0,353,Yes,Many,Scenic,Morning
8361,Northern,Uttar Pradesh,Alappuzha,5,Garden,1884,3.1,4.2,376,No,Few,Historical,Morning
8362,Northern,Maharashtra,Balasore,25,Market,1728,3.9,4.8,213,Yes,None,Local,Evening
8363,Southern,Kerala,Krishnanagar,3,Monument,1920,3.2,3.0,206,Yes,Few,Recreational,Evening
8364,Western,Karnataka,Malda,38,Garden,1789,4.8,4.7,453,Yes,Many,Scenic,Morning
8365,Eastern,Kerala,Malda,42,Beach,1941,4.2,4.3,418,No,Many,Historical,Afternoon
8366,Northern,Karnataka,Rewari,44,Park,1828,3.1,3.6,483,Yes,None,Religious,Afternoon
8367,Eastern,Maharashtra,Hisar,21,Palace,1891,3.4,5.0,495,Yes,Many,Historical,Evening
8368,Western,Karnataka,Bargarh,49,Palace,1649,2.5,4.3,308,No,Few,Recreational,Morning
8369,Northern,Maharashtra,Shivamogga,39,Mosque,1609,4.3,4.5,422,No,Many,Recreational,Morning
8370,Western,Kerala,Akola,47,Mosque,1754,3.2,3.9,354,No,Many,Historical,Evening
8371,Eastern,West Bengal,Mathura,24,Beach,1858,2.9,4.3,498,Yes,Many,Religious,Morning
8372,Western,Maharashtra,Basti,22,Beach,1743,4.2,4.5,311,Yes,Many,Local,Morning
8373,Eastern,West Bengal,Jamnagar,45,Park,1927,2.4,3.9,279,Yes,None,Religious,Afternoon
8374,Western,Odisha,Jalna,26,Mosque,1531,2.4,3.4,416,Yes,None,Scenic,Evening
8375,Northern,Odisha,Anand,46,Park,1568,3.7,4.1,348,Yes,Many,Religious,Afternoon
8376,Western,Karnataka,Bargarh,9,Palace,1918,3.1,3.9,274,No,Many,Historical,Morning
8377,Eastern,Delhi,Jamnagar,31,Garden,1645,4.7,3.9,282,No,Many,Recreational,Evening
8378,Western,Delhi,Brahmapur,37,Park,1785,4.2,4.0,435,Yes,Many,Local,Evening
8379,Northern,Karnataka,Hisar,28,Monument,1940,3.5,4.1,291,Yes,None,Recreational,Afternoon
8380,Southern,Gujarat,Navsari,13,Market,1682,3.9,3.8,493,Yes,Few,Religious,Morning
8381,Western,West Bengal,Jalna,6,Park,1884,2.2,4.5,356,Yes,None,Recreational,Evening
8382,Southern,Delhi,Pathanamthitta,32,Mosque,1528,2.0,4.0,234,Yes,Few,Religious,Evening
8383,Eastern,Gujarat,Gulbarga,31,Park,1854,2.6,4.6,369,Yes,None,Scenic,Afternoon
8384,Eastern,Maharashtra,Rayagada,39,Monument,1693,3.5,3.7,449,No,None,Religious,Morning
8385,Southern,Delhi,Chandrapur,46,Park,1992,4.3,4.4,305,Yes,Few,Recreational,Afternoon
8386,Southern,Gujarat,Sonipat,36,Market,1528,4.9,3.3,253,No,Few,Historical,Morning
8387,Western,Maharashtra,Rewari,33,Monument,2008,4.6,4.0,241,No,Few,Recreational,Afternoon
8388,Northern,Kerala,Barasat,40,Mosque,1821,3.5,4.8,354,No,None,Recreational,Evening
8389,Southern,Delhi,Rohtak,25,Garden,1801,2.2,3.1,396,No,Many,Recreational,Evening
8390,Eastern,Karnataka,Thrissur,20,Market,1623,2.5,4.9,207,Yes,Many,Recreational,Afternoon
8391,Eastern,Uttar Pradesh,Mehsana,14,Monument,1794,2.9,3.6,324,No,Many,Local,Morning
8392,Northern,Kerala,Thrissur,49,Garden,1605,2.9,3.7,255,Yes,None,Historical,Afternoon
8393,Southern,Delhi,Rayagada,28,Mosque,1549,4.9,4.2,347,No,Many,Historical,Morning
8394,Northern,Delhi,Mathura,37,Market,1980,4.5,4.1,201,Yes,Few,Scenic,Morning
8395,Southern,Delhi,Etawah,42,Monument,1542,3.7,4.7,465,Yes,None,Recreational,Morning
8396,Southern,West Bengal,Sonipat,24,Beach,1792,2.7,3.6,400,Yes,Few,Religious,Morning
8397,Southern,Odisha,Palakkad,3,Beach,1847,3.0,3.3,290,No,None,Historical,Afternoon
8398,Western,Kerala,Pattamundai,8,Mosque,2000,3.3,3.0,305,Yes,Few,Scenic,Evening
8399,Western,Maharashtra,Bareilly,42,Mosque,1922,2.2,3.7,271,No,None,Religious,Afternoon
8400,Western,Maharashtra,Barasat,23,Park,1768,5.0,4.2,323,Yes,Few,Religious,Afternoon
8401,Northern,Delhi,Rayagada,35,Market,1963,3.9,4.7,243,Yes,Few,Recreational,Morning
8402,Northern,West Bengal,Navsari,21,Palace,1613,2.3,3.6,426,Yes,None,Scenic,Afternoon
8403,Western,Delhi,Pattamundai,27,Palace,1883,2.3,3.3,391,No,Many,Recreational,Evening
8404,Northern,Delhi,Alappuzha,30,Garden,1783,3.6,4.1,289,Yes,Many,Religious,Evening
8405,Northern,Karnataka,Alappuzha,23,Market,1571,4.5,4.4,391,Yes,None,Religious,Evening
8406,Southern,Gujarat,Kasaragod,14,Beach,1517,2.2,4.8,271,No,None,Local,Morning
8407,Eastern,Delhi,Hassan,41,Mosque,1887,4.4,4.5,309,No,Many,Religious,Afternoon
8408,Eastern,Maharashtra,Agra,48,Mosque,1597,3.5,4.2,298,Yes,Few,Recreational,Morning
8409,Eastern,Kerala,Anand,29,Garden,1985,4.8,4.4,450,Yes,Many,Local,Afternoon
8410,Western,Delhi,Gulbarga,7,Palace,1525,3.7,3.9,322,Yes,Many,Religious,Evening
8411,Western,Maharashtra,Faizabad,6,Mosque,1787,4.6,3.9,357,No,Many,Scenic,Afternoon
8412,Western,Maharashtra,Sangli,30,Monument,1644,4.4,3.0,397,No,None,Historical,Evening
8413,Western,Maharashtra,Palakkad,33,Beach,1869,3.5,4.7,216,Yes,Few,Recreational,Afternoon
8414,Northern,Odisha,Kottayam,7,Garden,1618,2.9,3.3,405,No,None,Religious,Morning
8415,Western,Gujarat,Jalna,35,Garden,1901,3.0,3.5,402,No,None,Scenic,Morning
8416,Eastern,West Bengal,Balasore,38,Palace,1583,3.9,4.2,364,Yes,Many,Religious,Afternoon
8417,Western,West Bengal,Gulbarga,13,Monument,1574,2.6,4.0,490,No,Many,Religious,Evening
8418,Eastern,Gujarat,Etawah,14,Palace,1796,4.5,4.6,256,Yes,Many,Scenic,Morning
8419,Northern,Odisha,Alappuzha,1,Monument,2021,3.3,3.9,334,No,Many,Scenic,Morning
8420,Southern,Karnataka,Rayagada,24,Monument,1663,4.5,4.5,245,No,Many,Historical,Morning
8421,Northern,Uttar Pradesh,Bahadurgarh,34,Beach,1905,3.9,3.3,474,Yes,Many,Scenic,Afternoon
8422,Eastern,Maharashtra,Mathura,33,Palace,1925,2.3,3.3,233,Yes,Few,Scenic,Morning
8423,Western,Uttar Pradesh,Kasaragod,4,Monument,2019,4.5,3.7,408,Yes,Many,Scenic,Afternoon
